Username,Video Activities: Achieving Conservation [Total Pts: 5 Score] |647449,Chapter 07 Quiz [Total Pts: 5 Score] |647451,Chapter 06 Quiz [Total Pts: 5 Score] |647450,Chapter 10 Quiz [Total Pts: 5 Score] |643312,Video Activities: Homosexuality: Nature or Nurture? [Total Pts: 5 Score] |645559,Chapter 01 Quiz [Total Pts: 5 Score] |614439,Chapter 02 Quiz [Total Pts: 5 Score] |614440,Chapter 03 Quiz [Total Pts: 5 Score] |614441,Chapter 04 Quiz [Total Pts: 5 Score] |614442,Chapter 05 Quiz [Total Pts: 5 Score] |614443,Chapter 08 Quiz [Total Pts: 5 Score] |614447,Chapter 09 Quiz [Total Pts: 5 Score] |614448,Chapter 11 Quiz [Total Pts: 5 Score] |614449,Chapter 14 Quiz [Total Pts: 5 Score] |614450,Chapter 15 Quiz [Total Pts: 5 Score] |614451,Video Activities: Heinz's Story and Moral Development [Total Pts: 5 Score] |614452,Video Activities: The Emergence of Empathy [Total Pts: 5 Score] |614453,Video Activities: Self-Awareness and the Rouge Test [Total Pts: 5 Score] |614454,Video Activities: The Balance Scale Task [Total Pts: 5 Score] |614455,Video Activities: What's Wrong With This Study? [Total Pts: 5 Score] |614456,Video Activities: Prenatal Testing [Total Pts: 5 Score] |614457,Video Activities: Birth [Total Pts: 5 Score] |614458,Video Activities: Newborn States [Total Pts: 5 Score] |614459,Video Activities: Identical Twins: Growing Up Apart [Total Pts: 5 Score] |614460,Video Activities: Genetics and Early Prenatal Development [Total Pts: 5 Score] |614461,Video Activities: Brain Development: Adolescence [Total Pts: 5 Score] |614462,Video Activities: Brain Development: Early Childhood [Total Pts: 5 Score] |614463,Video Activities: Piaget's Conservation-of-Liquid Task [Total Pts: 5 Score] |614464,Video Activities: Piaget's Conservation-of-Number Task [Total Pts: 5 Score] |614465,Video Activities: Newborn Sense Experiences [Total Pts: 5 Score] |614466,Video Activities: Contingency Learning in Young Infants [Total Pts: 5 Score] |614467,Video Activities: Language Acquisition in Young Children [Total Pts: 5 Score] |614468,Video Activities: Theory of Mind: False-Belief Tasks [Total Pts: 5 Score] |614469,Video Activities: Autism Spectrum Disorder: Two Children [Total Pts: 5 Score] |614470,Video Activities: Theory of Mind [Total Pts: 5 Score] |614471,Video Activities: Magical Thinking [Total Pts: 5 Score] |614472,Video Activities: The Effects of Mentoring on Intellectual Development [Total Pts: 5 Score] |614473,Video Activities: Math Strategies [Total Pts: 5 Score] |614474,Video Activities: Observational Learning of Aggression [Total Pts: 5 Score] |614475,Video Activities: Modeling: Learning by Observation [Total Pts: 5 Score] |614476,Video Activities: Can Young Children Delay Gratification? [Total Pts: 5 Score] |614477,Video Activities: Mother Love: The Work of Harry Harlow [Total Pts: 5 Score] |614478,Video Activities: Characteristics of Formal Thought [Total Pts: 5 Score] |614479,LearningCurve 1a) Child Development; Historical Foundations; Enduring Themes [Total Pts: 5 Score] |614480,LearningCurve 1b) Methods for Studying Child Development [Total Pts: 5 Score] |614481,LearningCurve 2a) Prenatal Development [Total Pts: 5 Score] |614482,LearningCurve 2b) Hazards to Prenatal Development [Total Pts: 5 Score] |614483,LearningCurve 2c) The Birth Experience; The Newborn Infant [Total Pts: 5 Score] |614484,LearningCurve 3a) Nature and Nurture; Behavior Genetics [Total Pts: 5 Score] |614485,LearningCurve 4a) Piaget's Theory [Total Pts: 5 Score] |614486,LearningCurve 3b) Brain Development; The Body: Physical Growth and Development [Total Pts: 5 Score] |614487,LearningCurve 4b) Information-Processing; Core-Knowledge; Sociocultural; Dynamic-System Theories [Total Pts: 5 Score] |614488,LearningCurve 5a) Perception [Total Pts: 5 Score] |614489,LearningCurve 5b) Motor Development; Learning; Cognition [Total Pts: 5 Score] |614490,LearningCurve 6a) Language Development [Total Pts: 5 Score] |614491,LearningCurve 6b) Process of Language Acquisition; Theoretical Issues; Nonlinguistic Symbols [Total Pts: 5 Score] |614492,LearningCurve 7a) Understanding Who or What [Total Pts: 5 Score] |614493,"LearningCurve 7b) Understanding Why, Where, When, and How Many [Total Pts: 5 Score] |614494",LearningCurve 8a) What is Intelligence?; Measuring Intelligence [Total Pts: 5 Score] |614495,LearningCurve 8b) IQ Scores; Genes and Environment; Intelligence; Academic Skills [Total Pts: 5 Score] |614496,LearningCurve 9a) Psychoanalytic Theories [Total Pts: 5 Score] |614497,LearningCurve 9b) Learning Theories; Theories of Social Cognition [Total Pts: 5 Score] |614498,LearningCurve 9c) Ecological Theories of Development [Total Pts: 5 Score] |614499,LearningCurve 10a) The Development of Emotions; Understanding Emotions [Total Pts: 5 Score] |614500,LearningCurve 10b) Emotion Regulation; Temperament; The Role of Family; Mental Health [Total Pts: 5 Score] |614501,LearningCurve 11a) The Caregiver-Child Attachment Relationship [Total Pts: 5 Score] |614502,LearningCurve 11b) The Self [Total Pts: 5 Score] |614503,LearningCurve 14a) Moral Judgment [Total Pts: 5 Score] |614504,LearningCurve 14b) Prosocial Behavior; Antisocial Behavior [Total Pts: 5 Score] |614505,LearningCurve 15a) Theoretical Approaches to Gender Development [Total Pts: 5 Score] |614506,LearningCurve 15b) Milestones in Gender Development; Comparing Girls and Boys [Total Pts: 5 Score] |614507,Syllabus Acceptance Survey DUE 1/21 by 11:59pm [Total Pts: 0 Complete/Incomplete] |614508,Class Feedback Form [Total Pts: 0 Complete/Incomplete] |614577,Exam 1 Score [Total Pts: 42 Score] |614578,Exam 1 Percent [Total Pts: 100 Percentage] |614579,Exam 2 Points [Total Pts: 38 Score] |614580,Exam 2 Percentage [Total Pts: 100 Percentage] |614581,Exam 3 Points [Total Pts: 40 Score] |614582,Exam 3 Percentage [Total Pts: 100 Percentage] |614583,Exam 4 Score [Total Pts: 40 Score] |614584,Exam 4 Percentage [Total Pts: 100 Percentage] |614585,Learning Curve Total [Total Pts: 100 Percentage] |614586,Friday Video Total [Total Pts: 100 Percentage] |614587,Friday Quiz Total [Total Pts: 100 Percentage] |614588,Friday Average [Total Pts: 100 Percentage] |614589,Exam Average [Total Pts: 100 Percentage] |614590,iClicker Total [Total Pts: 100 Percentage] |614591,Final Percentage [Total Pts: 100 Percentage] |614592,Final Letter Grade [Total Pts: 0 Text] |614593,Session 2 [Total Pts: 1 Score] |646197,Session 1 [Total Pts: 1 Score] |646471,Session 3 [Total Pts: 1 Score] |647839,Session 4 [Total Pts: 1 Score] |652768,Session 5 [Total Pts: 1 Score] |656412,Session 6 [Total Pts: 1 Score] |658391,Session 7 [Total Pts: 1 Score] |659556,Session 8 [Total Pts: 1 Score] |676090,Lockdown Browser Practice Test for Exam 2- Requires Respondus LockDown Browser [Total Pts: 3 Score] |676890,Exam 2 - Coppola - SP18- Requires Respondus LockDown Browser [Total Pts: 38 Score] |677145,Exam 2 -- Extra Time -- Coppola -- SP18- Requires Respondus LockDown Browser [Total Pts: 38 Score] |677340,Exam 2 - Coppola - LONGER TIME- Requires Respondus LockDown Browser [Total Pts: 38 Score] |677438,Session 9 [Total Pts: 1 Score] |679859
student310,5,4.17,5,,5,3.89,5,4.58,5,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,38,95,38,100,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,38,,,1
student661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
student611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,31,77.5,33,86.842,,,,,,,,,,,,,0,0,0,0,1,0,0,0,,33,,,1
student118,5,5,4.58,,5,5,5,4.17,4.33,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,40,100,36,94.737,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,36,,,1
student259,5,4.17,5,,5,5,4.09,4.17,3.67,4.58,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,33,82.5,36,94.737,,,,,,,,,,,,,1,0,1,1,1,1,0,1,,36,,,0
student84,5,,4.58,,5,4.44,4.09,4.58,4,4.17,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,0,,26,65,28,73.684,,,,,,,,,,,,,1,0,1,1,1,1,1,0,3,28,,,1
student932,5,5,5,,5,,,5,4.33,4.58,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,27,67.5,33,86.842,,,,,,,,,,,,,,,1,1,1,1,1,0,,33,,,1
student329,5,5,4.17,,,,,,2.67,2.5,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,5,,5,5,5,5,5,5,5,,,,,,,,,,,,,,Needs Grading,,27,67.5,32,84.211,,,,,,,,,,,,,1,0,1,1,0,1,1,1,2,32,,,0
student892,5,5,4.58,,5,3.89,3.64,3.75,4.67,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,0,,,,5,5,5,5,5,5,5,5,5,5,5,0,,,,,,,,,,,,0,,21,52.5,28,73.684,,,,,,,,,,,,,1,1,1,0,1,0,1,0,3,28,,,0
student669,5,4.17,3.33,,5,5,4.09,4.58,4.33,4.58,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,39,97.5,37,97.368,,,,,,,,,,,,,1,1,1,1,1,1,0,0,3,37,,,1
student295,5,,4.17,,5,5,3.18,2.92,4.33,3.33,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,0,,,,,,,,,,,,0,,28,70,24,63.158,,,,,,,,,,,,,1,0,1,1,1,1,1,0,3,24,,,1
student705,5,5,5,,5,4.44,4.55,4.58,4.67,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,38,95,36,94.737,,,,,,,,,,,,,1,1,1,1,1,0,1,1,,36,,,1
student469,5,,3.75,,5,5,4.55,5,4,4.58,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,0,,38,95,36,94.737,,,,,,,,,,,,,1,1,1,1,1,1,0,1,,36,,,1
student331,5,5,4.17,,5,5,4.55,4.17,3,3.33,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,38,95,36,94.737,,,,,,,,,,,,,1,1,1,1,1,1,0,1,2,36,,,1
student894,5,5,4.17,,5,5,5,4.58,5,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,0,,39,97.5,37,97.368,,,,,,,,,,,,,1,1,1,1,1,1,0,1,3,37,,,1
student874,5,5,4.17,,5,4.44,5,4.58,4.67,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,0,,39,97.5,35,92.105,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,35,,,1
student40,5,,4.17,,5,3.33,,3.75,4,3.33,,,,,,,,,5,5,,,,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,5,5,,,,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,0,,34,85,34,89.474,,,,,,,,,,,,,1,1,1,1,1,1,1,0,,34,,,1
student840,5,,4.58,,5,5,3.64,4.58,4.33,3.75,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,Needs Grading,,27,67.5,31,81.579,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,31,,,1
student875,5,4.17,4.58,,5,5,4.55,4.17,3.67,4.17,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,38,95,33,86.842,,,,,,,,,,,,,0,0,1,1,0,1,1,1,,33,,,1
student196,5,5,5,,5,4.44,5,5,4.67,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,0,,39,97.5,30,78.947,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,30,,,1
student213,5,5,4.58,,5,5,5,4.58,5,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,0,,37,92.5,34,89.474,,,,,,,,,,,,,0,0,1,1,1,1,1,0,,34,,,0
student877,5,3.33,4.17,,5,5,,3.33,4,4.58,,,,,,,,,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,Needs Grading,,32,80,33,86.842,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,,33,,1
student382,,,,,,3.89,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,,25,62.5,22,57.895,,,,,,,,,,,,,0,0,0,0,0,0,1,1,,22,,,0
student158,5,5,5,4.72,5,5,5,5,4.66,4.58,5,5,3.33,5,3.89,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Needs Grading,,34,85,35,92.105,,,,,,,,,,,,,0,0,1,1,1,1,1,1,,,35,,1
student588,5,5,5,,5,4.44,4.55,5,4.67,5,4.72,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,0,,33,82.5,36,94.737,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,36,,,1
student539,5,5,5,,5,4.44,4.55,4.17,4,5,4.44,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,Needs Grading,,40,100,34,89.474,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,34,,,1
student983,5,4.17,3.75,,5,3.33,4.55,3.33,3.67,4.17,,,,,,,,,5,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,0,,,,,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,22,55,28,73.684,,,,,,,,,,,,,0,1,1,1,1,1,1,0,,28,,,0
student969,5,4.17,5,,5,5,4.55,5,4.67,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,0,,36,90,37,97.368,,,,,,,,,,,,,1,1,1,1,1,0,1,1,,37,,,1
student774,5,3.33,3.75,,5,5,4.55,3.75,3,4.58,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,Needs Grading,,33,82.5,34,89.474,,,,,,,,,,,,,1,1,1,1,0,0,1,1,3,34,,,0
student747,5,5,4.58,,5,5,5,4.58,4.67,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,39,97.5,37,97.368,,,,,,,,,,,,,1,1,1,1,0,1,1,1,,37,,,1
student748,5,4.17,4.17,,5,5,4.09,3.75,3.33,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,,,5,5,5,5,,,,,,,,,,,,,,Needs Grading,,34,85,33,86.842,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,33,,,1
student850,5,4.17,4.17,,5,3.89,3.18,5,3.33,4.58,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,34,85,36,94.737,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,36,,,1
student404,5,5,3.75,,5,3.89,,2.92,3.67,2.92,,,,,,,,,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,0,,,,,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,31,77.5,20,52.632,,,,,,,,,,,,,1,1,1,1,0,1,1,1,0,20,,,1
student498,5,4.17,3.33,,5,5,4.55,4.17,2.67,4.17,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,38,95,31,81.579,,,,,,,,,,,,,1,1,1,1,1,1,0,1,3,,,31,0
student934,5,5,3.75,,5,4.44,3.64,5,3.33,4.58,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,25,62.5,28,73.684,,,,,,,,,,,,,1,1,1,1,0,1,1,1,2,28,,,1
student270,5,5,4.58,,5,,3.18,3.75,4,2.92,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,Needs Grading,,36,90,33,86.842,,,,,,,,,,,,,1,1,1,1,1,1,0,0,,33,,,1
student26,5,5,5,,5,5,4.55,5,4.33,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,40,100,35,92.105,,,,,,,,,,,,,1,1,1,1,0,1,0,1,3,35,,,0
student140,5,5,5,,5,5,5,5,4.67,4.58,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,38,95,35,92.105,,,,,,,,,,,,,1,1,1,1,0,1,0,1,3,35,,,1
student169,5,2.5,3.33,,5,3.89,3.64,2.92,3,4.17,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,27,67.5,31,81.579,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,31,,,1
student656,5,5,4.17,,5,3.89,4.55,3.33,4,4.17,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,0,5,,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,26,65,30,78.947,,,,,,,,,,,,,1,1,1,1,0,0,1,0,,,,30,0
student378,5,5,5,,5,5,5,5,4,4.58,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,0,,38,95,38,100,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,38,,,0
student29,5,5,4.58,,5,5,4.55,4.58,3.67,4.58,3.61,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,0,,35,87.5,35,92.105,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,,35,,1
student651,5,5,3.75,,5,5,4.55,5,3,4.17,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,37,92.5,25,65.789,,,,,,,,,,,,,1,1,1,0,1,0,0,1,3,,,25,1
student224,5,5,5,,5,5,5,5,4,4.58,4.44,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,Needs Grading,,34,85,33,86.842,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,33,,,1
student433,5,5,4.17,,5,2.78,,5,3,4.17,,,,,,,,,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,0,,,,,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,34,85,30,78.947,,,,,,,,,,,,,0,0,1,1,0,1,1,1,3,30,,,0
student323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,31,77.5,33,86.842,,,,,,,,,,,,,0,0,0,1,0,1,0,0,3,33,,,1
student20,5,5,5,,5,5,4.55,5,4.33,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,32,80,27,71.053,,,,,,,,,,,,,0,1,1,1,1,1,1,1,3,27,,,1
student462,5,5,5,,5,5,5,5,5,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,33,82.5,37,97.368,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,37,,,1
student162,5,5,5,,5,5,4.55,5,4.67,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,0,,39,97.5,36,94.737,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,36,,,1
student762,5,5,5,,5,,,4.17,4.67,4.17,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,Needs Grading,,30,75,32,84.211,,,,,,,,,,,,,0,1,1,1,1,1,1,1,,32,,,1
student68,5,5,4.58,,5,5,4.55,4.58,4.67,4.17,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,40,100,37,97.368,,,,,,,,,,,,,1,1,1,1,1,1,0,1,2,37,,,1
student841,5,2.5,2.08,,5,,,4.58,1.67,2.92,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,Needs Grading,,37,92.5,32,84.211,,,,,,,,,,,,,0,0,1,1,0,1,1,1,,32,,,1
student812,5,3.33,3.75,,5,4.44,4.09,3.75,4,5,4.17,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,0,,38,95,36,94.737,,,,,,,,,,,,,1,1,1,1,1,0,1,1,,36,,,0
student760,5,5,4.58,,,5,4.09,5,5,5,5,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,5,,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,37,92.5,34,89.474,,,,,,,,,,,,,0,,1,1,1,1,1,1,3,34,,,0
student659,5,5,5,,5,4.44,4.09,5,5,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,Needs Grading,,34,85,28,73.684,,,,,,,,,,,,,1,1,0,0,1,1,1,1,,28,,0,1
student963,5,5,4.58,,5,5,4.55,5,5,4.58,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,39,97.5,36,94.737,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,36,,,1
student22,5,4.17,4.17,,5,,,,4.33,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,0,,,,,5,5,5,5,,,5,5,5,5,,,,,,,,,,,,,,0,,33,82.5,33,86.842,,,,,,,,,,,,,1,1,1,0,0,0,0,1,3,33,,,1
student968,5,4.17,5,,5,3.33,4.09,3.75,3,4.58,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,33,82.5,37,97.368,,,,,,,,,,,,,0,0,1,1,0,1,1,1,3,37,,,0
student642,5,4.17,4.58,,5,3.89,4.55,4.17,4.67,4.17,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,30,75,30,78.947,,,,,,,,,,,,,0,1,1,1,1,1,1,1,2,30,,,1
student880,5,5,5,,5,5,5,4.58,4.67,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,0,,32,80,30,78.947,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,30,,,1
student99,5,5,4.17,,5,5,4.55,4.17,3.67,4.58,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,Needs Grading,,36,90,29,76.316,,,,,,,,,,,,,0,0,1,1,1,1,1,1,,29,,,1
